11.5s 1 % Total    % Received % Xferd  Average Speed   Time    Time     Time  Current
11.5s 2 Dload  Upload   Total   Spent    Left  Speed
11.7s 3 0     0    0     0    0     0      0      0 --:--:-- --:--:-- --:--:--     0  0     0    0     0    0     0      0      0 --:--:-- --:--:-- --:--:--     0  % Total    % Received % Xferd  Average Speed   Time    Time     Time  Current
11.7s 4 Dload  Upload   Total   Spent    Left  Speed
38.9s 5 0     0    0     0    0     0      0      0 --:--:-- --:--:-- --:--:--     0  0     0    0     0    0     0      0      0 --:--:-- --:--:-- --:--:--     0  0  415M    0 98304    0     0  81886      0  1:28:34  0:00:01  1:28:33 81851  0  415M    0 98304    0     0  81886      0  1:28:34  0:00:01  1:28:33 81851  0  415M    0  416k    0     0   186k      0  0:37:54  0:00:02  0:37:52  186k  0  415M    0  416k    0     0   186k      0  0:37:54  0:00:02  0:37:52  186k  0  415M    0 1104k    0     0   339k      0  0:20:51  0:00:03  0:20:48  339k  0  415M    0 1104k    0     0   339k      0  0:20:51  0:00:03  0:20:48  339k  0  415M    0 2576k    0     0   602k      0  0:11:45  0:00:04  0:11:41  602k  0  415M    0 2576k    0     0   602k      0  0:11:45  0:00:04  0:11:41  602k  1  415M    1 5424k    0     0  1051k      0  0:06:44  0:00:05  0:06:39 1086k  1  415M    1 5424k    0     0  1051k      0  0:06:44  0:00:05  0:06:39 1086k  3  415M    3 13.2M    0     0  2202k      0  0:03:12  0:00:06  0:03:06 2714k  3  415M    3 13.2M    0     0  2202k      0  0:03:12  0:00:06  0:03:06 2714k  7  415M    7 32.4M    0     0  4610k      0  0:01:32  0:00:07  0:01:25 6584k  7  415M    7 32.4M    0     0  4610k      0  0:01:32  0:00:07  0:01:25 6584k 12  415M   12 53.6M    0     0  6727k      0  0:01:03  0:00:08  0:00:55 10.6M 12  415M   12 53.6M    0     0  6727k      0  0:01:03  0:00:08  0:00:55 10.6M 18  415M   18 78.0M    0     0  8743k      0  0:00:48  0:00:09  0:00:39 15.5M 18  415M   18 78.0M    0     0  8743k      0  0:00:48  0:00:09  0:00:39 15.5M 23  415M   23 99.5M    0     0  9990k      0  0:00:42  0:00:10  0:00:32 18.6M 23  415M   23 99.5M    0     0  9990k      0  0:00:42  0:00:10  0:00:32 18.6M 29  415M   29  120M    0     0  10.8M      0  0:00:38  0:00:11  0:00:27 21.6M 29  415M   29  120M    0     0  10.8M      0  0:00:38  0:00:11  0:00:27 21.6M 35  415M   35  145M    0     0  11.8M      0  0:00:34  0:00:12  0:00:22 22.4M 35  415M   35  145M    0     0  11.8M      0  0:00:34  0:00:12  0:00:22 22.4M 40  415M   40  166M    0     0  12.6M      0  0:00:32  0:00:13  0:00:19 22.5M 40  415M   40  166M    0     0  12.6M      0  0:00:32  0:00:13  0:00:19 22.5M 45  415M   45  189M    0     0  13.3M      0  0:00:30  0:00:14  0:00:16 22.2M 45  415M   45  189M    0     0  13.3M      0  0:00:30  0:00:14  0:00:16 22.2M 51  415M   51  212M    0     0  13.9M      0  0:00:29  0:00:15  0:00:14 22.5M 51  415M   51  212M    0     0  13.9M      0  0:00:29  0:00:15  0:00:14 22.5M 56  415M   56  233M    0     0  14.4M      0  0:00:28  0:00:16  0:00:12 22.5M 56  415M   56  233M    0     0  14.4M      0  0:00:28  0:00:16  0:00:12 22.5M 61  415M   61  255M    0     0  14.8M      0  0:00:28  0:00:17  0:00:11 21.9M 61  415M   61  255M    0     0  14.8M      0  0:00:28  0:00:17  0:00:11 21.9M 65  415M   65  271M    0     0  14.9M      0  0:00:27  0:00:18  0:00:09 21.1M 65  415M   65  271M    0     0  14.9M      0  0:00:27  0:00:18  0:00:09 21.1M 69  415M   69  286M    0     0  14.9M      0  0:00:27  0:00:19  0:00:08 19.3M 69  415M   69  286M    0     0  14.9M      0  0:00:27  0:00:19  0:00:08 19.3M 72  415M   72  301M    0     0  14.9M      0  0:00:27  0:00:20  0:00:07 17.8M 72  415M   72  301M    0     0  14.9M      0  0:00:27  0:00:20  0:00:07 17.8M 76  415M   76  316M    0     0  14.9M      0  0:00:27  0:00:21  0:00:06 16.3M 76  415M   76  316M    0     0  14.9M      0  0:00:27  0:00:21  0:00:06 16.3M 80  415M   80  332M    0     0  14.9M      0  0:00:27  0:00:22  0:00:05 15.3M 80  415M   80  332M    0     0  14.9M      0  0:00:27  0:00:22  0:00:05 15.3M 83  415M   83  346M    0     0  14.9M      0  0:00:27  0:00:23  0:00:04 15.0M 83  415M   83  346M    0     0  14.9M      0  0:00:27  0:00:23  0:00:04 15.0M 87  415M   87  362M    0     0  14.9M      0  0:00:27  0:00:24  0:00:03 15.1M 87  415M   87  362M    0     0  14.9M      0  0:00:27  0:00:24  0:00:03 15.1M 91  415M   91  378M    0     0  15.0M      0  0:00:27  0:00:25  0:00:02 15.5M 91  415M   91  378M    0     0  15.0M      0  0:00:27  0:00:25  0:00:02 15.5M 95  415M   95  395M    0     0  15.0M      0  0:00:27  0:00:26  0:00:01 15.8M 95  415M   95  395M    0     0  15.0M      0  0:00:27  0:00:26  0:00:01 15.8M 99  415M   99  411M    0     0  15.1M      0  0:00:27  0:00:27 --:--:-- 15.9M100  415M  100  415M    0     0  15.1M      0  0:00:27  0:00:27 --:--:-- 16.0M
38.9s 6 Archive:  modelnet40_ply_hdf5_2048.zip
38.9s 7 creating: modelnet40_ply_hdf5_2048/
38.9s 8 inflating: modelnet40_ply_hdf5_2048/ply_data_train_2_id2file.json
38.9s 9 99  415M   99  411M    0     0  15.1M      0  0:00:27  0:00:27 --:--:-- 15.9M100  415M  100  415M    0     0  15.1M      0  0:00:27  0:00:27 --:--:-- 16.0M
39.1s 10 inflating: modelnet40_ply_hdf5_2048/ply_data_train2.h5  Archive:  modelnet40_ply_hdf5_2048.zip
39.1s 11 creating: modelnet40_ply_hdf5_2048/
39.1s 12 inflating: modelnet40_ply_hdf5_2048/ply_data_train_2_id2file.json
39.3s 13 inflating: modelnet40_ply_hdf5_2048/ply_data_train2.h5
39.5s 14 inflating: modelnet40_ply_hdf5_2048/ply_data_train4.h5
39.7s 15 inflating: modelnet40_ply_hdf5_2048/ply_data_train4.h5
39.9s 16 inflating: modelnet40_ply_hdf5_2048/ply_data_train1.h5
40.1s 17 inflating: modelnet40_ply_hdf5_2048/ply_data_train1.h5
40.1s 18 inflating: modelnet40_ply_hdf5_2048/train_files.txt
40.1s 19 inflating: modelnet40_ply_hdf5_2048/ply_data_train_4_id2file.json
40.2s 20 inflating: modelnet40_ply_hdf5_2048/ply_data_test1.h5
40.3s 21 inflating: modelnet40_ply_hdf5_2048/ply_data_test0.h5
40.3s 22 inflating: modelnet40_ply_hdf5_2048/train_files.txt
40.3s 23 inflating: modelnet40_ply_hdf5_2048/ply_data_train_4_id2file.json
40.3s 24 inflating: modelnet40_ply_hdf5_2048/ply_data_test1.h5
40.7s 25 inflating: modelnet40_ply_hdf5_2048/ply_data_test0.h5
40.7s 26 inflating: modelnet40_ply_hdf5_2048/ply_data_test_1_id2file.json
40.7s 27 inflating: modelnet40_ply_hdf5_2048/ply_data_train_1_id2file.json
40.7s 28 inflating: modelnet40_ply_hdf5_2048/ply_data_train_0_id2file.json
40.7s 29 inflating: modelnet40_ply_hdf5_2048/test_files.txt
40.9s 30 inflating: modelnet40_ply_hdf5_2048/ply_data_train0.h5
40.9s 31 inflating: modelnet40_ply_hdf5_2048/ply_data_test_1_id2file.json
40.9s 32 inflating: modelnet40_ply_hdf5_2048/ply_data_train_1_id2file.json
40.9s 33 inflating: modelnet40_ply_hdf5_2048/ply_data_train_0_id2file.json
40.9s 34 inflating: modelnet40_ply_hdf5_2048/test_files.txt
41.1s 35 inflating: modelnet40_ply_hdf5_2048/ply_data_train0.h5
41.1s 36 inflating: modelnet40_ply_hdf5_2048/ply_data_test_0_id2file.json
41.1s 37 inflating: modelnet40_ply_hdf5_2048/shape_names.txt
41.3s 38 inflating: modelnet40_ply_hdf5_2048/ply_data_train3.h5
41.3s 39 inflating: modelnet40_ply_hdf5_2048/ply_data_test_0_id2file.json
41.3s 40 inflating: modelnet40_ply_hdf5_2048/shape_names.txt
41.6s 41 inflating: modelnet40_ply_hdf5_2048/ply_data_train3.h5
41.6s 42 inflating: modelnet40_ply_hdf5_2048/ply_data_train_3_id2file.json
41.8s 43 
41.8s 44 inflating: modelnet40_ply_hdf5_2048/ply_data_train_3_id2file.json
386.0s 45 Train 0, loss: 2.422075, train acc: 0.342480, train avg acc: 0.196216
423.1s 46 Test 0, loss: 2.209866, test acc: 0.369530, test avg acc: 0.269988
761.6s 47 Train 1, loss: 1.763345, train acc: 0.487805, train avg acc: 0.323771
798.7s 48 Test 1, loss: 1.255476, test acc: 0.633712, test avg acc: 0.511831
1137.2s 49 Train 2, loss: 1.528052, train acc: 0.547358, train avg acc: 0.391323
1174.3s 50 Test 2, loss: 1.465122, test acc: 0.562399, test avg acc: 0.455012
1512.8s 51 Train 3, loss: 1.353529, train acc: 0.595122, train avg acc: 0.454592
1549.8s 52 Test 3, loss: 1.623373, test acc: 0.517423, test avg acc: 0.462610
1888.3s 53 Train 4, loss: 1.221186, train acc: 0.627947, train avg acc: 0.493200
1925.3s 54 Test 4, loss: 0.982542, test acc: 0.696110, test avg acc: 0.604029
2263.5s 55 Train 5, loss: 1.184109, train acc: 0.652439, train avg acc: 0.519680
2300.7s 56 Test 5, loss: 1.800733, test acc: 0.497164, test avg acc: 0.412064
2638.4s 57 Train 6, loss: 1.107584, train acc: 0.669614, train avg acc: 0.544068
2675.4s 58 Test 6, loss: 0.828671, test acc: 0.734198, test avg acc: 0.661186
3012.9s 59 Train 7, loss: 1.063412, train acc: 0.680589, train avg acc: 0.555680
3050.1s 60 Test 7, loss: 1.077073, test acc: 0.685575, test avg acc: 0.583459
3387.5s 61 Train 8, loss: 1.063749, train acc: 0.680996, train avg acc: 0.551657
3424.8s 62 Test 8, loss: 0.909109, test acc: 0.712723, test avg acc: 0.608703
3762.1s 63 Train 9, loss: 1.012860, train acc: 0.690650, train avg acc: 0.565100
3799.4s 64 Test 9, loss: 1.045645, test acc: 0.680308, test avg acc: 0.581849
4136.5s 65 Train 10, loss: 0.985299, train acc: 0.698374, train avg acc: 0.573421
4173.8s 66 Test 10, loss: 1.081031, test acc: 0.696110, test avg acc: 0.627250
4510.6s 67 Train 11, loss: 0.977184, train acc: 0.707520, train avg acc: 0.585877
4547.9s 68 Test 11, loss: 2.241092, test acc: 0.434765, test avg acc: 0.395616
4884.0s 69 Train 12, loss: 0.973826, train acc: 0.704370, train avg acc: 0.581721
4921.3s 70 Test 12, loss: 1.863208, test acc: 0.511345, test avg acc: 0.447151
5257.0s 71 Train 13, loss: 0.975416, train acc: 0.705793, train avg acc: 0.585186
5294.3s 72 Test 13, loss: 0.678227, test acc: 0.791329, test avg acc: 0.709924
5630.0s 73 Train 14, loss: 0.948779, train acc: 0.718293, train avg acc: 0.600953
5667.2s 74 Test 14, loss: 1.105833, test acc: 0.664100, test avg acc: 0.572924
6002.9s 75 Train 15, loss: 0.947064, train acc: 0.713415, train avg acc: 0.598456
6040.2s 76 Test 15, loss: 1.304571, test acc: 0.594003, test avg acc: 0.572570
6375.8s 77 Train 16, loss: 0.934405, train acc: 0.721240, train avg acc: 0.605885
6412.9s 78 Test 16, loss: 1.045800, test acc: 0.664911, test avg acc: 0.627564
6748.6s 79 Train 17, loss: 0.900285, train acc: 0.722866, train avg acc: 0.603715
6785.7s 80 Test 17, loss: 0.805178, test acc: 0.754862, test avg acc: 0.686547
7121.4s 81 Train 18, loss: 0.921800, train acc: 0.722053, train avg acc: 0.606558
7158.6s 82 Test 18, loss: 0.681673, test acc: 0.781605, test avg acc: 0.672936
7494.3s 83 Train 19, loss: 0.890029, train acc: 0.729268, train avg acc: 0.616390
7531.2s 84 Test 19, loss: 0.737108, test acc: 0.772285, test avg acc: 0.700465
7866.9s 85 Train 20, loss: 0.920767, train acc: 0.719411, train avg acc: 0.601141
7904.1s 86 Test 20, loss: 1.022650, test acc: 0.699352, test avg acc: 0.618581
8239.8s 87 Train 21, loss: 0.904792, train acc: 0.726829, train avg acc: 0.613258
8276.8s 88 Test 21, loss: 1.096433, test acc: 0.652350, test avg acc: 0.580733
8612.5s 89 Train 22, loss: 0.885255, train acc: 0.732825, train avg acc: 0.621148
8649.5s 90 Test 22, loss: 0.811699, test acc: 0.745138, test avg acc: 0.662401
8985.2s 91 Train 23, loss: 0.895045, train acc: 0.725508, train avg acc: 0.612639
9022.2s 92 Test 23, loss: 0.832976, test acc: 0.747569, test avg acc: 0.667541
9357.9s 93 Train 24, loss: 0.878681, train acc: 0.729573, train avg acc: 0.616530
9395.0s 94 Test 24, loss: 0.699609, test acc: 0.786872, test avg acc: 0.690413
9730.6s 95 Train 25, loss: 0.869045, train acc: 0.736890, train avg acc: 0.628348
9767.7s 96 Test 25, loss: 0.718236, test acc: 0.772690, test avg acc: 0.717401
10103.3s 97 Train 26, loss: 0.870829, train acc: 0.734451, train avg acc: 0.619737
10140.3s 98 Test 26, loss: 0.638449, test acc: 0.800243, test avg acc: 0.714227
10476.0s 99 Train 27, loss: 0.855809, train acc: 0.736687, train avg acc: 0.625430
10512.9s 100 Test 27, loss: 0.690648, test acc: 0.786467, test avg acc: 0.690169
10848.6s 101 Train 28, loss: 0.866872, train acc: 0.734146, train avg acc: 0.623072
10886.0s 102 Test 28, loss: 1.000274, test acc: 0.675041, test avg acc: 0.594471
11221.7s 103 Train 29, loss: 0.852758, train acc: 0.735569, train avg acc: 0.625278
11259.1s 104 Test 29, loss: 1.112267, test acc: 0.666937, test avg acc: 0.615000
11595.4s 105 Train 30, loss: 0.868939, train acc: 0.738821, train avg acc: 0.627101
11632.7s 106 Test 30, loss: 1.163599, test acc: 0.662480, test avg acc: 0.580314
11969.5s 107 Train 31, loss: 0.849437, train acc: 0.744919, train avg acc: 0.632316
12006.7s 108 Test 31, loss: 1.454349, test acc: 0.590762, test avg acc: 0.541907
12343.8s 109 Train 32, loss: 0.855591, train acc: 0.739329, train avg acc: 0.627825
12380.9s 110 Test 32, loss: 0.801967, test acc: 0.762561, test avg acc: 0.674494
12718.3s 111 Train 33, loss: 0.840455, train acc: 0.740346, train avg acc: 0.632587
12755.3s 112 Test 33, loss: 1.167998, test acc: 0.647488, test avg acc: 0.574279
13092.8s 113 Train 34, loss: 0.843051, train acc: 0.741057, train avg acc: 0.630102
13129.9s 114 Test 34, loss: 0.699162, test acc: 0.785656, test avg acc: 0.716756
13467.5s 115 Train 35, loss: 0.832032, train acc: 0.745935, train avg acc: 0.635961
13504.5s 116 Test 35, loss: 0.599741, test acc: 0.822123, test avg acc: 0.746698
13842.5s 117 Train 36, loss: 0.838217, train acc: 0.739939, train avg acc: 0.631299
13879.6s 118 Test 36, loss: 0.834044, test acc: 0.734198, test avg acc: 0.652593
14217.6s 119 Train 37, loss: 0.822933, train acc: 0.746341, train avg acc: 0.638088
14254.7s 120 Test 37, loss: 1.333457, test acc: 0.593598, test avg acc: 0.497331
14592.7s 121 Train 38, loss: 0.837839, train acc: 0.742175, train avg acc: 0.633848
14629.7s 122 Test 38, loss: 1.025855, test acc: 0.693274, test avg acc: 0.599907
14967.6s 123 Train 39, loss: 0.811994, train acc: 0.748882, train avg acc: 0.640309
15004.6s 124 Test 39, loss: 1.849724, test acc: 0.498379, test avg acc: 0.441297
15342.5s 125 Train 40, loss: 0.825770, train acc: 0.750711, train avg acc: 0.646009
15379.6s 126 Test 40, loss: 0.675475, test acc: 0.786872, test avg acc: 0.683698
15717.7s 127 Train 41, loss: 0.825937, train acc: 0.748272, train avg acc: 0.638314
15754.7s 128 Test 41, loss: 1.028431, test acc: 0.692869, test avg acc: 0.629192
16092.6s 129 Train 42, loss: 0.813641, train acc: 0.748374, train avg acc: 0.641168
16129.7s 130 Test 42, loss: 0.681795, test acc: 0.790113, test avg acc: 0.716500
16467.6s 131 Train 43, loss: 0.810090, train acc: 0.751423, train avg acc: 0.645756
16504.7s 132 Test 43, loss: 0.675233, test acc: 0.791329, test avg acc: 0.704750
16842.6s 133 Train 44, loss: 0.822126, train acc: 0.751524, train avg acc: 0.643935
16879.7s 134 Test 44, loss: 0.588744, test acc: 0.820908, test avg acc: 0.736477
17217.6s 135 Train 45, loss: 0.813697, train acc: 0.755894, train avg acc: 0.654625
17254.7s 136 Test 45, loss: 0.625992, test acc: 0.807131, test avg acc: 0.724767
17592.4s 137 Train 46, loss: 0.811561, train acc: 0.757724, train avg acc: 0.651243
17629.4s 138 Test 46, loss: 0.747781, test acc: 0.766207, test avg acc: 0.699529
17967.2s 139 Train 47, loss: 0.811723, train acc: 0.751321, train avg acc: 0.643268
18004.2s 140 Test 47, loss: 0.799655, test acc: 0.743517, test avg acc: 0.679314
18342.5s 141 Train 48, loss: 0.827713, train acc: 0.745630, train avg acc: 0.636709
